compound,A,B1,B2,X,nA,nB1,nB2,nX,rA (Ang),rB1 (Ang),rB2 (Ang),rB (Ang),rX (Ang),t,tau,t_pred,tau_pred,tau_prob
Cs2RbTmCl6,Cs,Rb,Tm,Cl,1,1,3,-1,1.88,1.52,0.88,1.2,1.81,0.87,4.0,1,1,0.62
Cs2RbUCl6,Cs,Rb,U,Cl,1,1,3,-1,1.88,1.52,1.02,1.2725,1.81,0.85,4.21,1,-1,0.52
Cs2RbVCl6,Cs,Rb,V,Cl,1,1,3,-1,1.88,1.52,0.64,1.08,1.81,0.9,3.82,1,1,0.7
Cs2RbYCl6,Cs,Rb,Y,Cl,1,1,3,-1,1.88,1.52,0.9,1.21,1.81,0.86,4.02,1,1,0.61
Cs2RbYbCl6,Cs,Rb,Yb,Cl,1,1,3,-1,1.88,1.52,0.87,1.194,1.81,0.87,3.98,1,1,0.63
Cs2RhTlCl6,Cs,Rh,Tl,Cl,1,3,1,-1,1.88,0.66,1.5,1.0825,1.81,0.9,3.82,1,1,0.7
Cs2RuTlCl6,Cs,Ru,Tl,Cl,1,3,1,-1,1.88,0.68,1.5,1.09,1.81,0.9,3.82,1,1,0.7
Cs2SbTlCl6,Cs,Sb,Tl,Cl,1,3,1,-1,1.88,0.76,1.5,1.13,1.81,0.89,3.87,1,1,0.68
Cs2ScTlCl6,Cs,Sc,Tl,Cl,1,3,1,-1,1.88,0.74,1.5,1.1225,1.81,0.89,3.86,1,1,0.68
Cs2SmSnCl6,Cs,Sm,Sn,Cl,1,2,2,-1,1.88,1.22,1.15,1.185,1.81,0.87,3.96,1,1,0.64
Cs2SmSrCl6,Cs,Sm,Sr,Cl,1,2,2,-1,1.88,1.22,1.18,1.2,1.81,0.87,4.0,1,1,0.62
Cs2SmTiCl6,Cs,Sm,Ti,Cl,1,2,2,-1,1.88,1.22,0.86,1.04,1.81,0.92,3.79,1,1,0.71
Cs2SmTlCl6,Cs,Sm,Tl,Cl,1,3,1,-1,1.88,0.96,1.5,1.229,1.81,0.86,4.07,1,1,0.59
Cs2SmTmCl6,Cs,Sm,Tm,Cl,1,2,2,-1,1.88,1.22,1.03,1.125,1.81,0.89,3.86,1,1,0.68
Cs2SmVCl6,Cs,Sm,V,Cl,1,2,2,-1,1.88,1.22,0.79,1.005,1.81,0.93,3.79,1,1,0.71
Cs2SmYbCl6,Cs,Sm,Yb,Cl,1,2,2,-1,1.88,1.22,1.02,1.12,1.81,0.89,3.86,1,1,0.68
Cs2SmZnCl6,Cs,Sm,Zn,Cl,1,2,2,-1,1.88,1.22,0.74,0.98,1.81,0.94,3.79,1,1,0.71
Cs2SnSrCl6,Cs,Sn,Sr,Cl,1,2,2,-1,1.88,1.15,1.18,1.165,1.81,0.88,3.93,1,1,0.65
Cs2SnTiCl6,Cs,Sn,Ti,Cl,1,2,2,-1,1.88,1.15,0.86,1.005,1.81,0.93,3.79,1,1,0.71
Cs2SnTmCl6,Cs,Sn,Tm,Cl,1,2,2,-1,1.88,1.15,1.03,1.0899999999999999,1.81,0.9,3.82,1,1,0.7
Cs2SnVCl6,Cs,Sn,V,Cl,1,2,2,-1,1.88,1.15,0.79,0.97,1.81,0.94,3.79,1,1,0.71
Cs2SnYbCl6,Cs,Sn,Yb,Cl,1,2,2,-1,1.88,1.15,1.02,1.085,1.81,0.9,3.82,1,1,0.7
Cs2SnZnCl6,Cs,Sn,Zn,Cl,1,2,2,-1,1.88,1.15,0.74,0.945,1.81,0.95,3.81,1,1,0.7
Cs2SrTiCl6,Cs,Sr,Ti,Cl,1,2,2,-1,1.88,1.18,0.86,1.02,1.81,0.92,3.79,1,1,0.71
Cs2SrTmCl6,Cs,Sr,Tm,Cl,1,2,2,-1,1.88,1.18,1.03,1.105,1.81,0.9,3.84,1,1,0.69
Cs2SrVCl6,Cs,Sr,V,Cl,1,2,2,-1,1.88,1.18,0.79,0.985,1.81,0.93,3.79,1,1,0.71
Cs2SrYbCl6,Cs,Sr,Yb,Cl,1,2,2,-1,1.88,1.18,1.02,1.1,1.81,0.9,3.83,1,1,0.69
Cs2SrZnCl6,Cs,Sr,Zn,Cl,1,2,2,-1,1.88,1.18,0.74,0.96,1.81,0.94,3.8,1,1,0.71
Cs2TaTlCl6,Cs,Ta,Tl,Cl,1,3,1,-1,1.88,0.72,1.5,1.1099999999999999,1.81,0.89,3.85,1,1,0.69
Cs2TbTlCl6,Cs,Tb,Tl,Cl,1,3,1,-1,1.88,0.92,1.5,1.2115,1.81,0.86,4.03,1,1,0.61
Cs2TiTlCl6,Cs,Ti,Tl,Cl,1,3,1,-1,1.88,0.67,1.5,1.085,1.81,0.9,3.82,1,1,0.7
Cs2TiTmCl6,Cs,Ti,Tm,Cl,1,2,2,-1,1.88,0.86,1.03,0.9450000000000001,1.81,0.95,3.81,1,1,0.7
Cs2TiVCl6,Cs,Ti,V,Cl,1,2,2,-1,1.88,0.86,0.79,0.825,1.81,0.99,3.96,1,1,0.64
Cs2TiYbCl6,Cs,Ti,Yb,Cl,1,2,2,-1,1.88,0.86,1.02,0.94,1.81,0.95,3.81,1,1,0.7
Cs2TiZnCl6,Cs,Ti,Zn,Cl,1,2,2,-1,1.88,0.86,0.74,0.8,1.81,1.0,4.01,1,1,0.61
Cs2TlTmCl6,Cs,Tl,Tm,Cl,1,1,3,-1,1.88,1.5,0.88,1.19,1.81,0.87,3.98,1,1,0.63
Cs2TlUCl6,Cs,Tl,U,Cl,1,1,3,-1,1.88,1.5,1.02,1.2625,1.81,0.85,4.17,1,1,0.54
Cs2TlVCl6,Cs,Tl,V,Cl,1,1,3,-1,1.88,1.5,0.64,1.07,1.81,0.91,3.81,1,1,0.7
Cs2TlYCl6,Cs,Tl,Y,Cl,1,1,3,-1,1.88,1.5,0.9,1.2,1.81,0.87,4.0,1,1,0.62
Cs2TlYbCl6,Cs,Tl,Yb,Cl,1,1,3,-1,1.88,1.5,0.87,1.184,1.81,0.87,3.96,1,1,0.64
Cs2TmVCl6,Cs,Tm,V,Cl,1,2,2,-1,1.88,1.03,0.79,0.91,1.81,0.96,3.84,1,1,0.69
Cs2TmYbCl6,Cs,Tm,Yb,Cl,1,2,2,-1,1.88,1.03,1.02,1.025,1.81,0.92,3.79,1,1,0.71
Cs2TmZnCl6,Cs,Tm,Zn,Cl,1,2,2,-1,1.88,1.03,0.74,0.885,1.81,0.97,3.86,1,1,0.68
Cs2VYbCl6,Cs,V,Yb,Cl,1,2,2,-1,1.88,0.79,1.02,0.905,1.81,0.96,3.84,1,1,0.69
Cs2VZnCl6,Cs,V,Zn,Cl,1,2,2,-1,1.88,0.79,0.74,0.765,1.81,1.01,4.1,1,1,0.57
Cs2YbZnCl6,Cs,Yb,Zn,Cl,1,2,2,-1,1.88,1.02,0.74,0.88,1.81,0.97,3.87,1,1,0.68
MA2AcAgBr6,MA,Ac,Ag,Br,1,3,1,-1,2.17,1.12,1.15,1.135,1.96,0.94,3.68,1,1,0.75
MA2AcAuBr6,MA,Ac,Au,Br,1,3,1,-1,2.17,1.12,1.37,1.245,1.96,0.91,3.71,1,1,0.74
MA2AcCsBr6,MA,Ac,Cs,Br,1,3,1,-1,2.17,1.12,1.67,1.395,1.96,0.87,3.93,1,1,0.65
MA2AcCuBr6,MA,Ac,Cu,Br,1,3,1,-1,2.17,1.12,0.77,0.9450000000000001,1.96,1.01,3.84,1,1,0.69
MA2AcFrBr6,MA,Ac,Fr,Br,1,3,1,-1,2.17,1.12,1.8,1.46,1.96,0.85,4.09,1,1,0.58
MA2AcHgBr6,MA,Ac,Hg,Br,1,3,1,-1,2.17,1.12,1.19,1.155,1.96,0.94,3.68,1,1,0.75
MA2AcKBr6,MA,Ac,K,Br,1,3,1,-1,2.17,1.12,1.38,1.25,1.96,0.91,3.72,1,1,0.74
MA2AcLiBr6,MA,Ac,Li,Br,1,3,1,-1,2.17,1.12,0.76,0.9400000000000001,1.96,1.01,3.84,1,1,0.69
MA2AcNaBr6,MA,Ac,Na,Br,1,3,1,-1,2.17,1.12,1.02,1.07,1.96,0.96,3.7,1,1,0.74
MA2AcPdBr6,MA,Ac,Pd,Br,1,3,1,-1,2.17,1.12,0.59,0.855,1.96,1.04,4.02,1,1,0.61
MA2AcRbBr6,MA,Ac,Rb,Br,1,3,1,-1,2.17,1.12,1.52,1.32,1.96,0.89,3.79,1,1,0.71
MA2AcTlBr6,MA,Ac,Tl,Br,1,3,1,-1,2.17,1.12,1.5,1.31,1.96,0.89,3.78,1,1,0.71
MA2AgAlBr6,MA,Ag,Al,Br,1,1,3,-1,2.17,1.15,0.54,0.8425,1.96,1.04,4.05,1,1,0.6
MA2AgAmBr6,MA,Ag,Am,Br,1,1,3,-1,2.17,1.15,0.98,1.0625,1.96,0.97,3.7,1,1,0.74
MA2AgAsBr6,MA,Ag,As,Br,1,1,3,-1,2.17,1.15,0.58,0.865,1.96,1.03,3.99,1,1,0.62
MA2AgAuBr6,MA,Ag,Au,Br,1,1,3,-1,2.17,1.15,0.85,1.0,1.96,0.99,3.76,1,1,0.72
MA2AgBBr6,MA,Ag,B,Br,1,1,3,-1,2.17,1.15,0.27,0.71,1.96,1.09,4.5,-1,-1,0.39
MA2AgBiBr6,MA,Ag,Bi,Br,1,1,3,-1,2.17,1.15,1.03,1.0899999999999999,1.96,0.96,3.69,1,1,0.75
MA2AgBkBr6,MA,Ag,Bk,Br,1,1,3,-1,2.17,1.15,0.96,1.055,1.96,0.97,3.71,1,1,0.74
MA2AgCeBr6,MA,Ag,Ce,Br,1,1,3,-1,2.17,1.15,1.01,1.08,1.96,0.96,3.69,1,1,0.75
MA2AgCfBr6,MA,Ag,Cf,Br,1,1,3,-1,2.17,1.15,0.95,1.0499999999999998,1.96,0.97,3.71,1,1,0.74
MA2AgCmBr6,MA,Ag,Cm,Br,1,1,3,-1,2.17,1.15,0.97,1.06,1.96,0.97,3.71,1,1,0.74
MA2AgCoBr6,MA,Ag,Co,Br,1,1,3,-1,2.17,1.15,0.61,0.8799999999999999,1.96,1.03,3.96,1,1,0.64
MA2AgCrBr6,MA,Ag,Cr,Br,1,1,3,-1,2.17,1.15,0.62,0.8825,1.96,1.03,3.95,1,1,0.64
MA2AgCuBr6,MA,Ag,Cu,Br,1,1,3,-1,2.17,1.15,0.54,0.845,1.96,1.04,4.04,1,1,0.6
MA2AgDyBr6,MA,Ag,Dy,Br,1,1,3,-1,2.17,1.15,0.91,1.031,1.96,0.98,3.73,1,1,0.73
MA2AgErBr6,MA,Ag,Er,Br,1,1,3,-1,2.17,1.15,0.89,1.02,1.96,0.98,3.74,1,1,0.73
MA2AgEuBr6,MA,Ag,Eu,Br,1,1,3,-1,2.17,1.15,0.95,1.0485,1.96,0.97,3.71,1,1,0.74
MA2AgFeBr6,MA,Ag,Fe,Br,1,1,3,-1,2.17,1.15,0.64,0.8975,1.96,1.02,3.92,1,1,0.65
MA2AgGaBr6,MA,Ag,Ga,Br,1,1,3,-1,2.17,1.15,0.62,0.885,1.96,1.03,3.95,1,1,0.64
MA2AgGdBr6,MA,Ag,Gd,Br,1,1,3,-1,2.17,1.15,0.94,1.044,1.96,0.97,3.72,1,1,0.74
MA2AgHoBr6,MA,Ag,Ho,Br,1,1,3,-1,2.17,1.15,0.9,1.0255,1.96,0.98,3.73,1,1,0.73
MA2AgInBr6,MA,Ag,In,Br,1,1,3,-1,2.17,1.15,0.8,0.975,1.96,1.0,3.79,1,1,0.71
MA2AgIrBr6,MA,Ag,Ir,Br,1,1,3,-1,2.17,1.15,0.68,0.915,1.96,1.02,3.89,1,1,0.67
MA2AgLaBr6,MA,Ag,La,Br,1,1,3,-1,2.17,1.15,1.03,1.091,1.96,0.96,3.69,1,1,0.75
MA2AgLuBr6,MA,Ag,Lu,Br,1,1,3,-1,2.17,1.15,0.86,1.0055,1.96,0.98,3.75,1,1,0.72
MA2AgMnBr6,MA,Ag,Mn,Br,1,1,3,-1,2.17,1.15,0.64,0.8975,1.96,1.02,3.92,1,1,0.65
MA2AgMoBr6,MA,Ag,Mo,Br,1,1,3,-1,2.17,1.15,0.69,0.9199999999999999,1.96,1.01,3.88,1,1,0.67
MA2AgNBr6,MA,Ag,N,Br,1,1,3,-1,2.17,1.15,0.16,0.6549999999999999,1.96,1.12,4.76,-1,-1,0.28
MA2AgNbBr6,MA,Ag,Nb,Br,1,1,3,-1,2.17,1.15,0.72,0.9349999999999999,1.96,1.01,3.85,1,1,0.68
MA2AgNdBr6,MA,Ag,Nd,Br,1,1,3,-1,2.17,1.15,0.98,1.0665,1.96,0.96,3.7,1,1,0.74
MA2AgNiBr6,MA,Ag,Ni,Br,1,1,3,-1,2.17,1.15,0.6,0.875,1.96,1.03,3.97,1,1,0.63
MA2AgNpBr6,MA,Ag,Np,Br,1,1,3,-1,2.17,1.15,1.01,1.08,1.96,0.96,3.69,1,1,0.75
MA2AgPBr6,MA,Ag,P,Br,1,1,3,-1,2.17,1.15,0.44,0.7949999999999999,1.96,1.06,4.18,-1,-1,0.53
MA2AgPaBr6,MA,Ag,Pa,Br,1,1,3,-1,2.17,1.15,1.04,1.095,1.96,0.96,3.69,1,1,0.75
MA2AgPdBr6,MA,Ag,Pd,Br,1,1,3,-1,2.17,1.15,0.76,0.955,1.96,1.0,3.82,1,1,0.7
MA2AgPmBr6,MA,Ag,Pm,Br,1,1,3,-1,2.17,1.15,0.97,1.06,1.96,0.97,3.71,1,1,0.74
MA2AgPrBr6,MA,Ag,Pr,Br,1,1,3,-1,2.17,1.15,0.99,1.0699999999999998,1.96,0.96,3.7,1,1,0.74
MA2AgPuBr6,MA,Ag,Pu,Br,1,1,3,-1,2.17,1.15,1.0,1.075,1.96,0.96,3.7,1,1,0.75
MA2AgRhBr6,MA,Ag,Rh,Br,1,1,3,-1,2.17,1.15,0.66,0.9075,1.96,1.02,3.9,1,1,0.66
MA2AgRuBr6,MA,Ag,Ru,Br,1,1,3,-1,2.17,1.15,0.68,0.915,1.96,1.02,3.89,1,1,0.67
MA2AgSbBr6,MA,Ag,Sb,Br,1,1,3,-1,2.17,1.15,0.76,0.955,1.96,1.0,3.82,1,1,0.7
MA2AgScBr6,MA,Ag,Sc,Br,1,1,3,-1,2.17,1.15,0.74,0.9475,1.96,1.0,3.83,1,1,0.69
MA2AgSmBr6,MA,Ag,Sm,Br,1,1,3,-1,2.17,1.15,0.96,1.0539999999999998,1.96,0.97,3.71,1,1,0.74
MA2AgTaBr6,MA,Ag,Ta,Br,1,1,3,-1,2.17,1.15,0.72,0.9349999999999999,1.96,1.01,3.85,1,1,0.68
MA2AgTbBr6,MA,Ag,Tb,Br,1,1,3,-1,2.17,1.15,0.92,1.0365,1.96,0.97,3.72,1,1,0.74
MA2AgTiBr6,MA,Ag,Ti,Br,1,1,3,-1,2.17,1.15,0.67,0.9099999999999999,1.96,1.02,3.9,1,1,0.67
MA2AgTlBr6,MA,Ag,Tl,Br,1,1,3,-1,2.17,1.15,0.88,1.0175,1.96,0.98,3.74,1,1,0.73
MA2AgTmBr6,MA,Ag,Tm,Br,1,1,3,-1,2.17,1.15,0.88,1.015,1.96,0.98,3.74,1,1,0.73
MA2AgUBr6,MA,Ag,U,Br,1,1,3,-1,2.17,1.15,1.02,1.0875,1.96,0.96,3.69,1,1,0.75
MA2AgVBr6,MA,Ag,V,Br,1,1,3,-1,2.17,1.15,0.64,0.895,1.96,1.02,3.93,1,1,0.65
MA2AgYBr6,MA,Ag,Y,Br,1,1,3,-1,2.17,1.15,0.9,1.025,1.96,0.98,3.73,1,1,0.73
MA2AgYbBr6,MA,Ag,Yb,Br,1,1,3,-1,2.17,1.15,0.87,1.009,1.96,0.98,3.75,1,1,0.73
MA2AlAuBr6,MA,Al,Au,Br,1,3,1,-1,2.17,0.54,1.37,0.9525000000000001,1.96,1.0,3.82,1,1,0.7
MA2AlCsBr6,MA,Al,Cs,Br,1,3,1,-1,2.17,0.54,1.67,1.1025,1.96,0.95,3.68,1,1,0.75
MA2AlCuBr6,MA,Al,Cu,Br,1,3,1,-1,2.17,0.54,0.77,0.6525000000000001,1.96,1.12,4.77,-1,-1,0.28
MA2AlFrBr6,MA,Al,Fr,Br,1,3,1,-1,2.17,0.54,1.8,1.1675,1.96,0.93,3.68,1,1,0.75
MA2AlHgBr6,MA,Al,Hg,Br,1,3,1,-1,2.17,0.54,1.19,0.8625,1.96,1.03,4.0,1,1,0.62
MA2AlKBr6,MA,Al,K,Br,1,3,1,-1,2.17,0.54,1.38,0.9575,1.96,1.0,3.82,1,1,0.7
MA2AlLiBr6,MA,Al,Li,Br,1,3,1,-1,2.17,0.54,0.76,0.6475,1.96,1.12,4.8,-1,-1,0.27
MA2AlNaBr6,MA,Al,Na,Br,1,3,1,-1,2.17,0.54,1.02,0.7775000000000001,1.96,1.07,4.24,-1,-1,0.5
MA2AlPdBr6,MA,Al,Pd,Br,1,3,1,-1,2.17,0.54,0.59,0.5625,1.96,1.16,5.34,-1,-1,0.13
MA2AlRbBr6,MA,Al,Rb,Br,1,3,1,-1,2.17,0.54,1.52,1.0275,1.96,0.98,3.73,1,1,0.73
MA2AlTlBr6,MA,Al,Tl,Br,1,3,1,-1,2.17,0.54,1.5,1.0175,1.96,0.98,3.74,1,1,0.73
MA2AmAuBr6,MA,Am,Au,Br,1,3,1,-1,2.17,0.98,1.37,1.1725,1.96,0.93,3.68,1,1,0.75
MA2AmBaBr6,MA,Am,Ba,Br,1,2,2,-1,2.17,1.21,1.35,1.28,1.96,0.9,3.74,1,1,0.73
MA2AmBeBr6,MA,Am,Be,Br,1,2,2,-1,2.17,1.21,0.45,0.83,1.96,1.05,4.08,1,1,0.58
MA2AmCaBr6,MA,Am,Ca,Br,1,2,2,-1,2.17,1.21,1.0,1.105,1.96,0.95,3.68,1,1,0.75
MA2AmCdBr6,MA,Am,Cd,Br,1,2,2,-1,2.17,1.21,0.95,1.08,1.96,0.96,3.69,1,1,0.75
MA2AmCoBr6,MA,Am,Co,Br,1,2,2,-1,2.17,1.21,0.74,0.9775,1.96,0.99,3.79,1,1,0.71
MA2AmCrBr6,MA,Am,Cr,Br,1,2,2,-1,2.17,1.21,0.8,1.005,1.96,0.98,3.76,1,1,0.72
MA2AmCsBr6,MA,Am,Cs,Br,1,3,1,-1,2.17,0.98,1.67,1.3225,1.96,0.89,3.8,1,1,0.71
MA2AmCuBr6,MA,Am,Cu,Br,1,3,1,-1,2.17,0.98,0.77,0.8725,1.96,1.03,3.98,1,1,0.63
MA2AmDyBr6,MA,Am,Dy,Br,1,2,2,-1,2.17,1.21,1.07,1.1400000000000001,1.96,0.94,3.68,1,1,0.75
MA2AmEuBr6,MA,Am,Eu,Br,1,2,2,-1,2.17,1.21,1.17,1.19,1.96,0.93,3.68,1,1,0.75
MA2AmFeBr6,MA,Am,Fe,Br,1,2,2,-1,2.17,1.21,0.78,0.995,1.96,0.99,3.77,1,1,0.72
MA2AmFrBr6,MA,Am,Fr,Br,1,3,1,-1,2.17,0.98,1.8,1.3875,1.96,0.87,3.91,1,1,0.66
MA2AmGeBr6,MA,Am,Ge,Br,1,2,2,-1,2.17,1.21,0.73,0.97,1.96,1.0,3.8,1,1,0.71
MA2AmHgBr6,MA,Am,Hg,Br,1,3,1,-1,2.17,0.98,1.19,1.0825,1.96,0.96,3.69,1,1,0.75
MA2AmKBr6,MA,Am,K,Br,1,3,1,-1,2.17,0.98,1.38,1.1775,1.96,0.93,3.68,1,1,0.75
MA2AmLiBr6,MA,Am,Li,Br,1,3,1,-1,2.17,0.98,0.76,0.8674999999999999,1.96,1.03,3.99,1,1,0.62
MA2AmMgBr6,MA,Am,Mg,Br,1,2,2,-1,2.17,1.21,0.72,0.965,1.96,1.0,3.81,1,1,0.7
MA2AmMnBr6,MA,Am,Mn,Br,1,2,2,-1,2.17,1.21,0.83,1.02,1.96,0.98,3.74,1,1,0.73
MA2AmNaBr6,MA,Am,Na,Br,1,3,1,-1,2.17,0.98,1.02,0.9975,1.96,0.99,3.76,1,1,0.72
MA2AmNdBr6,MA,Am,Nd,Br,1,2,2,-1,2.17,1.21,1.29,1.25,1.96,0.91,3.72,1,1,0.74
MA2AmNiBr6,MA,Am,Ni,Br,1,2,2,-1,2.17,1.21,0.69,0.95,1.96,1.0,3.83,1,1,0.69
MA2AmNoBr6,MA,Am,No,Br,1,2,2,-1,2.17,1.21,1.1,1.155,1.96,0.94,3.68,1,1,0.75
MA2AmNpBr6,MA,Am,Np,Br,1,2,2,-1,2.17,1.21,1.1,1.155,1.96,0.94,3.68,1,1,0.75
MA2AmPbBr6,MA,Am,Pb,Br,1,2,2,-1,2.17,1.21,1.19,1.2,1.96,0.92,3.69,1,1,0.75
MA2AmPdBr6,MA,Am,Pd,Br,1,3,1,-1,2.17,0.98,0.59,0.7825,1.96,1.06,4.22,-1,-1,0.51
MA2AmPtBr6,MA,Am,Pt,Br,1,2,2,-1,2.17,1.21,0.8,1.005,1.96,0.98,3.76,1,1,0.72
MA2AmRaBr6,MA,Am,Ra,Br,1,2,2,-1,2.17,1.21,1.48,1.345,1.96,0.88,3.83,1,1,0.69
MA2AmRbBr6,MA,Am,Rb,Br,1,3,1,-1,2.17,0.98,1.52,1.2475,1.96,0.91,3.71,1,1,0.74
MA2AmSmBr6,MA,Am,Sm,Br,1,2,2,-1,2.17,1.21,1.22,1.2149999999999999,1.96,0.92,3.69,1,1,0.75
MA2AmSnBr6,MA,Am,Sn,Br,1,2,2,-1,2.17,1.21,1.15,1.18,1.96,0.93,3.68,1,1,0.75
MA2AmSrBr6,MA,Am,Sr,Br,1,2,2,-1,2.17,1.21,1.18,1.1949999999999998,1.96,0.93,3.68,1,1,0.75
MA2AmTiBr6,MA,Am,Ti,Br,1,2,2,-1,2.17,1.21,0.86,1.035,1.96,0.98,3.73,1,1,0.73
MA2AmTlBr6,MA,Am,Tl,Br,1,3,1,-1,2.17,0.98,1.5,1.2375,1.96,0.91,3.71,1,1,0.74
MA2AmTmBr6,MA,Am,Tm,Br,1,2,2,-1,2.17,1.21,1.03,1.12,1.96,0.95,3.68,1,1,0.75
MA2AmVBr6,MA,Am,V,Br,1,2,2,-1,2.17,1.21,0.79,1.0,1.96,0.99,3.76,1,1,0.72
MA2AmYbBr6,MA,Am,Yb,Br,1,2,2,-1,2.17,1.21,1.02,1.115,1.96,0.95,3.68,1,1,0.75
MA2AmZnBr6,MA,Am,Zn,Br,1,2,2,-1,2.17,1.21,0.74,0.975,1.96,1.0,3.79,1,1,0.71
MA2AsAuBr6,MA,As,Au,Br,1,3,1,-1,2.17,0.58,1.37,0.9750000000000001,1.96,1.0,3.79,1,1,0.71
MA2AsCsBr6,MA,As,Cs,Br,1,3,1,-1,2.17,0.58,1.67,1.125,1.96,0.95,3.68,1,1,0.75
MA2AsCuBr6,MA,As,Cu,Br,1,3,1,-1,2.17,0.58,0.77,0.675,1.96,1.11,4.66,-1,-1,0.32
MA2AsFrBr6,MA,As,Fr,Br,1,3,1,-1,2.17,0.58,1.8,1.19,1.96,0.93,3.68,1,1,0.75
MA2AsHgBr6,MA,As,Hg,Br,1,3,1,-1,2.17,0.58,1.19,0.885,1.96,1.03,3.95,1,1,0.64
MA2AsKBr6,MA,As,K,Br,1,3,1,-1,2.17,0.58,1.38,0.98,1.96,0.99,3.79,1,1,0.71
MA2AsLiBr6,MA,As,Li,Br,1,3,1,-1,2.17,0.58,0.76,0.6699999999999999,1.96,1.11,4.68,-1,-1,0.31
MA2AsNaBr6,MA,As,Na,Br,1,3,1,-1,2.17,0.58,1.02,0.8,1.96,1.06,4.17,1,1,0.54
MA2AsPdBr6,MA,As,Pd,Br,1,3,1,-1,2.17,0.58,0.59,0.585,1.96,1.15,5.18,-1,-1,0.16
MA2AsRbBr6,MA,As,Rb,Br,1,3,1,-1,2.17,0.58,1.52,1.05,1.96,0.97,3.71,1,1,0.74
MA2AsTlBr6,MA,As,Tl,Br,1,3,1,-1,2.17,0.58,1.5,1.04,1.96,0.97,3.72,1,1,0.74
MA2AuBBr6,MA,Au,B,Br,1,1,3,-1,2.17,1.37,0.27,0.8200000000000001,1.96,1.05,4.11,1,1,0.57
MA2AuBiBr6,MA,Au,Bi,Br,1,1,3,-1,2.17,1.37,1.03,1.2000000000000002,1.96,0.92,3.69,1,1,0.75
MA2AuBkBr6,MA,Au,Bk,Br,1,1,3,-1,2.17,1.37,0.96,1.165,1.96,0.93,3.68,1,1,0.75
MA2AuCeBr6,MA,Au,Ce,Br,1,1,3,-1,2.17,1.37,1.01,1.19,1.96,0.93,3.68,1,1,0.75
MA2AuCfBr6,MA,Au,Cf,Br,1,1,3,-1,2.17,1.37,0.95,1.1600000000000001,1.96,0.94,3.68,1,1,0.75
MA2AuCmBr6,MA,Au,Cm,Br,1,1,3,-1,2.17,1.37,0.97,1.17,1.96,0.93,3.68,1,1,0.75
MA2AuCoBr6,MA,Au,Co,Br,1,1,3,-1,2.17,1.37,0.61,0.99,1.96,0.99,3.77,1,1,0.72
MA2AuCrBr6,MA,Au,Cr,Br,1,1,3,-1,2.17,1.37,0.62,0.9925,1.96,0.99,3.77,1,1,0.72
MA2AuCsBr6,MA,Au,Cs,Br,1,3,1,-1,2.17,0.85,1.67,1.26,1.96,0.91,3.72,1,1,0.74
MA2AuCuBr6,MA,Au,Cu,Br,1,1,3,-1,2.17,1.37,0.54,0.9550000000000001,1.96,1.0,3.82,1,1,0.7
MA2AuDyBr6,MA,Au,Dy,Br,1,1,3,-1,2.17,1.37,0.91,1.141,1.96,0.94,3.68,1,1,0.75
MA2AuErBr6,MA,Au,Er,Br,1,1,3,-1,2.17,1.37,0.89,1.1300000000000001,1.96,0.95,3.68,1,1,0.75
MA2AuEuBr6,MA,Au,Eu,Br,1,1,3,-1,2.17,1.37,0.95,1.1585,1.96,0.94,3.68,1,1,0.75
MA2AuFeBr6,MA,Au,Fe,Br,1,1,3,-1,2.17,1.37,0.64,1.0075,1.96,0.98,3.75,1,1,0.72
MA2AuFrBr6,MA,Au,Fr,Br,1,3,1,-1,2.17,0.85,1.8,1.325,1.96,0.89,3.8,1,1,0.71
MA2AuGaBr6,MA,Au,Ga,Br,1,1,3,-1,2.17,1.37,0.62,0.9950000000000001,1.96,0.99,3.77,1,1,0.72
MA2AuGdBr6,MA,Au,Gd,Br,1,1,3,-1,2.17,1.37,0.94,1.154,1.96,0.94,3.68,1,1,0.75
MA2AuHgBr6,MA,Au,Hg,Br,1,3,1,-1,2.17,0.85,1.19,1.02,1.96,0.98,3.74,1,1,0.73
MA2AuHoBr6,MA,Au,Ho,Br,1,1,3,-1,2.17,1.37,0.9,1.1355,1.96,0.94,3.68,1,1,0.75
MA2AuInBr6,MA,Au,In,Br,1,1,3,-1,2.17,1.37,0.8,1.085,1.96,0.96,3.69,1,1,0.75
MA2AuIrBr6,MA,Au,Ir,Br,1,1,3,-1,2.17,1.37,0.68,1.0250000000000001,1.96,0.98,3.73,1,1,0.73
MA2AuKBr6,MA,Au,K,Br,1,3,1,-1,2.17,0.85,1.38,1.115,1.96,0.95,3.68,1,1,0.75
MA2AuLaBr6,MA,Au,La,Br,1,1,3,-1,2.17,1.37,1.03,1.201,1.96,0.92,3.69,1,1,0.75
MA2AuLiBr6,MA,Au,Li,Br,1,3,1,-1,2.17,0.85,0.76,0.8049999999999999,1.96,1.06,4.15,1,1,0.55
MA2AuLuBr6,MA,Au,Lu,Br,1,1,3,-1,2.17,1.37,0.86,1.1155,1.96,0.95,3.68,1,1,0.75
MA2AuMnBr6,MA,Au,Mn,Br,1,1,3,-1,2.17,1.37,0.64,1.0075,1.96,0.98,3.75,1,1,0.72
MA2AuMoBr6,MA,Au,Mo,Br,1,1,3,-1,2.17,1.37,0.69,1.03,1.96,0.98,3.73,1,1,0.73
